Car_Name,Present_Price,Selling_Price,City,Year,Kms_Driven,Fuel_Type,HorsePower,Transmission,Certified,Seller_Type,Distance2
Suzuki Baleno  1999 GL,PKR 11.9 lacs,1190000,Chakwal,1999,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Baleno  1999 GLi,PKR 11.5 lacs,1150000,Islamabad,1999,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Suzuki Baleno  1999 GLi P,PKR 11 lacs,1100000,Islamabad,1999,"245,000km",Petrol,1300cc,Manual,Not Certified,Customer,245000
Suzuki Baleno  1999 GTi 1.6,PKR 9.5 lacs,950000,Mansehra,1999,"120,000km",Petrol,1600cc,Manual,Not Certified,Customer,120000
Suzuki Baleno  1999 GXi,PKR 9.5 lacs,950000,Islamabad,1999,"282,500km",Petrol,1300cc,Manual,Not Certified,Customer,282500
Suzuki Baleno  2000 ,PKR 10 lacs,1000000,AhmedPurEast,2000,"172,000km",Petrol,1600cc,Manual,Not Certified,Customer,172000
Suzuki Baleno  2000 GL,PKR 9.25 lacs,925000,Islamabad,2000,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Baleno  2000 GLi,PKR 8.7 lacs,869999,Lahore,2000,"180,000km",Petrol,1300cc,Manual,Not Certified,Customer,180000
Suzuki Baleno  2000 GTi 1.6,PKR 10 lacs,1000000,Bahawalpur,2000,"172,000km",Petrol,1600cc,Manual,Not Certified,Customer,172000
Suzuki Baleno  2000 GXi,PKR 12 lacs,1200000,Islamabad,2000,"165,000km",Petrol,1300cc,Manual,Not Certified,Customer,165000
Suzuki Baleno  2001 ,PKR 9.7 lacs,969999,Rawalpindi,2001,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Suzuki Baleno  2001 GL,PKR 7.95 lacs,795000,Islamabad,2001,"123,456km",Petrol,1300cc,Manual,Not Certified,Customer,123456
Suzuki Baleno  2001 GLi,PKR 9.5 lacs,950000,Lahore,2001,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Suzuki Baleno  2001 GLi P,PKR 8.5 lacs,850000,Karachi,2001,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Suzuki Baleno  2001 GTi 1.6,PKR 12.5 lacs,1250000,Faisalabad,2001,"135,000km",Petrol,1600cc,Manual,Not Certified,Customer,135000
Suzuki Baleno  2002 ,PKR 11 lacs,1100000,Lahore,2002,"17,617km",Petrol,1300cc,Manual,Not Certified,Customer,17617
Suzuki Baleno  2002 JXL,PKR 12.35 lacs,1235000,Layyah,2002,"170,000km",Petrol,1300cc,Manual,Not Certified,Customer,170000
Suzuki Baleno  2002 JXR,PKR 13.1 lacs,1310000,FatehJang,2002,"245,000km",Petrol,1300cc,Manual,Not Certified,Customer,245000
Suzuki Baleno  2003 ,PKR 13.5 lacs,1350000,Islamabad,2003,"24,000km",Petrol,1300cc,Manual,Not Certified,Customer,24000
Suzuki Baleno  2003 JXL,PKR 12 lacs,1200000,LowerDir,2003,"150,000km",Petrol,1300cc,Manual,Not Certified,Customer,150000
Suzuki Baleno  2003 JXR,PKR 19.8 lacs,1980000,Sialkot,2003,"41,000km",Petrol,1300cc,Manual,Not Certified,Customer,41000
Suzuki Baleno  2003 Sport,PKR 13.5 lacs,1350000,Wahcantt,2003,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Baleno  2004 ,PKR 11.25 lacs,1125000,Islamabad,2004,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Suzuki Baleno  2004 JXL,PKR 14.5 lacs,1450000,Islamabad,2004,"125,000km",Petrol,1300cc,Manual,Not Certified,Customer,125000
Suzuki Baleno  2004 JXR,PKR 19.75 lacs,1975000,Islamabad,2004,"67,122km",Petrol,1300cc,Manual,Not Certified,Customer,67122
Suzuki Baleno  2004 Sport,PKR 9.75 lacs,975000,Karachi,2004,"200,000km",Petrol,1300cc,Manual,Not Certified,Customer,200000
Suzuki Baleno  2005 ,PKR 11.5 lacs,1150000,Wahcantt,2005,"100,000km",Petrol,1300cc,Manual,Not Certified,Customer,100000
Suzuki Baleno  2005 JXL,PKR 16.25 lacs,1625000,Islamabad,2005,"140,000km",Petrol,1300cc,Manual,Not Certified,Customer,140000
Suzuki Baleno  2005 JXR,PKR 17 lacs,1700000,Rawalpindi,2005,"77,000km",Petrol,1300cc,Manual,Not Certified,Customer,77000
Suzuki Baleno  2005 Sport,PKR 11.4 lacs,1140000,Lahore,2005,"300,000km",Petrol,1300cc,Manual,Not Certified,Customer,300000
Suzuki Baleno  2006 ,PKR 18 lacs,1800000,Lahore,2006,"102,000km",Petrol,1300cc,Manual,Not Certified,Customer,102000
Suzuki Baleno  2007 ,PKR 9.5 lacs,950000,Lahore,2007,"144,000km",Petrol,1300cc,Manual,Not Certified,Customer,144000
Suzuki Baleno  2012 ,PKR 11 lacs,1100000,Peshawar,2012,"138,000km",Petrol,800cc,Manual,Not Certified,Customer,138000
Suzuki Baleno  2017 ,PKR 41 lacs,4100000,Islamabad,2017,"79,107km",Petrol,1000cc,Automatic,Not Certified,PakWheels,79107
Suzuki Bolan  1981 ,PKR 3.8 lacs,380000,Islamabad,1981,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Suzuki Bolan  1982 ,PKR 4 lacs,400000,Larkana,1982,"20,000km",Petrol,800cc,Manual,Not Certified,Customer,20000
Suzuki Bolan  1983 ,PKR 6 lacs,600000,Karachi,1983,"123,456km",Petrol,800cc,Manual,Not Certified,Customer,123456
Suzuki Bolan  1984 ,PKR 3 lacs,300000,Lahore,1984,"200,000km",LPG,539cc,Manual,Not Certified,Customer,200000
Suzuki Bolan  1985 ,PKR 4.6 lacs,459999,Rawalpindi,1985,"70,000km",Petrol,800cc,Manual,Not Certified,Customer,70000
Suzuki Bolan  1986 ,PKR 8 lacs,800000,Kohat,1986,"10,000km",Petrol,1000cc,Manual,Not Certified,Customer,10000
Suzuki Bolan  1987 ,PKR 9.8 lacs,980000,Sialkot,1987,"117,000km",Petrol,800cc,Manual,Not Certified,Customer,117000
Suzuki Bolan  1988 ,PKR 6.5 lacs,650000,Attock,1988,"11,258km",Petrol,101cc,Manual,Not Certified,Customer,11258
Suzuki Bolan  1988 VX,PKR 5 lacs,500000,Islamabad,1988,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1988 VX (CNG),PKR 3.8 lacs,380000,Karachi,1988,"33,950km",LPG,800cc,Manual,Not Certified,Customer,33950
Suzuki Bolan  1989 ,PKR 5 lacs,500000,Rawalpindi,1989,"12,923km",Petrol,800cc,Manual,Not Certified,Customer,12923
Suzuki Bolan  1989 VX,PKR 5.5 lacs,550000,Haripur,1989,"108,528km",Petrol,800cc,Manual,Not Certified,Customer,108528
Suzuki Bolan  1989 VX (CNG),PKR 4 lacs,400000,Hala,1989,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Suzuki Bolan  1990 VX,PKR 5.5 lacs,550000,Faisalabad,1990,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1990 VX (CNG),PKR 2.8 lacs,280000,Peshawar,1990,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1991 ,PKR 7.5 lacs,750000,Lahore,1991,"99,999km",Petrol,800cc,Manual,Not Certified,Customer,99999
Suzuki Bolan  1991 VX,PKR 5.5 lacs,550000,Karachi,1991,"147,250km",Petrol,800cc,Manual,Not Certified,Customer,147250
Suzuki Bolan  1992 VX,PKR 17 lacs,1700000,HubBalochistan,1992,"5,000km",Diesel,800cc,Manual,Not Certified,Customer,5000
Suzuki Bolan  1992 VX (CNG),PKR 4.1 lacs,409999,Karachi,1992,"20,000km",Petrol,800cc,Manual,Not Certified,Customer,20000
Suzuki Bolan  1993 ,PKR 4.6 lacs,459999,Wahcantt,1993,17km,Petrol,800cc,Manual,Not Certified,Customer,17
Suzuki Bolan  1993 GL,PKR 3.7 lacs,370000,Karachi,1993,13km,Petrol,800cc,Manual,Not Certified,Customer,13
Suzuki Bolan  1993 VX,PKR 4.3 lacs,430000,Peshawar,1993,"1,000km",Petrol,800cc,Manual,Not Certified,Customer,1000
Suzuki Bolan  1993 VX (CNG),PKR 4.75 lacs,475000,Gojra,1993,"200,000km",Petrol,800cc,Manual,Not Certified,Customer,200000
Suzuki Bolan  1994 ,PKR 3.5 lacs,350000,Karachi,1994,20km,Petrol,800cc,Manual,Not Certified,Customer,20
Suzuki Bolan  1994 VX,PKR 4.9 lacs,490000,Rawalpindi,1994,"179,000km",Petrol,800cc,Manual,Not Certified,Customer,179000
Suzuki Bolan  1994 VX (CNG),PKR 4.6 lacs,459999,Wahcantt,1994,"450,000km",Petrol,800cc,Manual,Not Certified,Customer,450000
Suzuki Bolan  1995 ,PKR 6 lacs,600000,Islamabad,1995,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1995 VX,PKR 5.3 lacs,530000,Karachi,1995,"196,896km",Petrol,800cc,Manual,Not Certified,Customer,196896
Suzuki Bolan  1995 VX (CNG),PKR 3.5 lacs,350000,Multan,1995,"15,000km",Petrol,800cc,Manual,Not Certified,Customer,15000
Suzuki Bolan  1996 VX,PKR 5 lacs,500000,Karachi,1996,1km,Petrol,800cc,Manual,Not Certified,Customer,1
Suzuki Bolan  1997 ,PKR 4.45 lacs,445000,Hub,1997,"90,995km",Petrol,800cc,Manual,Not Certified,Customer,90995
Suzuki Bolan  1997 VX,PKR 5 lacs,500000,Jhelum,1997,"200,000km",Petrol,800cc,Manual,Not Certified,Customer,200000
Suzuki Bolan  1998 ,PKR 5.5 lacs,550000,Gujranwala,1998,"150,000km",Petrol,1000cc,Manual,Not Certified,Customer,150000
Suzuki Bolan  1998 VX,PKR 5.5 lacs,550000,Depalpur,1998,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1999 ,PKR 5.3 lacs,530000,Karachi,1999,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  1999 VX,PKR 6 lacs,600000,Lahore,1999,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Suzuki Bolan  1999 VX (CNG),PKR 7 lacs,700000,Lahore,1999,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  2000 VX,PKR 5.1 lacs,509999,GujarKhan,2000,"97,000km",Petrol,800cc,Manual,Not Certified,Customer,97000
Suzuki Bolan  2001 VX,PKR 7 lacs,700000,Mardan,2001,"12,345km",Petrol,800cc,Manual,Not Certified,Customer,12345
Suzuki Bolan  2002 VX,PKR 5.1 lacs,509999,Karachi,2002,"49,999km",Petrol,800cc,Manual,Not Certified,Customer,49999
Suzuki Bolan  2002 VX (CNG),PKR 9.8 lacs,980000,Abbottabad,2002,25km,Petrol,800cc,Manual,Not Certified,Customer,25
Suzuki Bolan  2003 ,PKR 12.5 lacs,1250000,Rawalpindi,2003,"300,000km",Petrol,1300cc,Manual,Not Certified,Customer,300000
Suzuki Bolan  2003 VX,PKR 8.5 lacs,850000,Rawalpindi,2003,"95,000km",Petrol,800cc,Manual,Not Certified,Customer,95000
Suzuki Bolan  2003 VX (CNG),PKR 7.5 lacs,750000,Abbottabad,2003,"84,686km",Petrol,800cc,Manual,Not Certified,Customer,84686
Suzuki Bolan  2004 ,PKR 5.9 lacs,590000,Swabi,2004,"53,870km",Petrol,800cc,Manual,Not Certified,Customer,53870
Suzuki Bolan  2004 VX,PKR 8.5 lacs,850000,Islamabad,2004,1km,Petrol,800cc,Manual,Not Certified,Customer,1
Suzuki Bolan  2004 VX (CNG),PKR 8.5 lacs,850000,Mansehra,2004,"200,000km",Petrol,800cc,Manual,Not Certified,Customer,200000
Suzuki Bolan  2005 ,PKR 9.5 lacs,950000,Lahore,2005,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Suzuki Bolan  2005 VX,PKR 8.7 lacs,869999,FatehJang,2005,"28,000km",Petrol,800cc,Manual,Not Certified,Customer,28000
Suzuki Bolan  2005 VX (CNG),PKR 10.45 lacs,1044999,Rawalpindi,2005,222km,Petrol,800cc,Manual,Not Certified,Customer,222
Suzuki Bolan  2006 ,PKR 8.5 lacs,850000,Islamabad,2006,"27,433km",Petrol,800cc,Manual,Not Certified,Customer,27433
Suzuki Bolan  2006 VX,PKR 9.7 lacs,969999,Rawalpindi,2006,"237,288km",Petrol,800cc,Manual,Not Certified,Customer,237288
Suzuki Bolan  2006 VX (CNG),PKR 10.85 lacs,1085000,Peshawar,2006,"251,725km",Petrol,800cc,Manual,Not Certified,Customer,251725
Suzuki Bolan  2007 ,PKR 9 lacs,900000,Balakot,2007,"65,000km",LPG,800cc,Manual,Not Certified,Customer,65000
Suzuki Bolan  2007 VX,PKR 11.9 lacs,1190000,Khanewal,2007,"40,000km",Petrol,800cc,Manual,Not Certified,Customer,40000
Suzuki Bolan  2007 VX (CNG),PKR 10.5 lacs,1050000,Rawalpindi,2007,"868,868km",Petrol,800cc,Manual,Not Certified,Customer,868868
Suzuki Bolan  2008 ,PKR 9.2 lacs,919999,MianWali,2008,12km,Petrol,100cc,Manual,Not Certified,Customer,12
Suzuki Bolan  2008 VX,PKR 10 lacs,1000000,Lahore,2008,"1,000km",Petrol,800cc,Manual,Not Certified,Customer,1000
Suzuki Bolan  2008 VX (CNG),PKR 12 lacs,1200000,Peshawar,2008,"200,000km",Petrol,800cc,Manual,Not Certified,Customer,200000
Suzuki Bolan  2009 ,PKR 10 lacs,1000000,Karachi,2009,"74,430km",Petrol,800cc,Manual,Not Certified,Customer,74430
Suzuki Bolan  2009 VX,PKR 9 lacs,900000,Karachi,2009,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Suzuki Bolan  2009 VX (CNG),PKR 13 lacs,1300000,Haripur,2009,"81,000km",Petrol,800cc,Manual,Not Certified,Customer,81000
Suzuki Bolan  2010 ,PKR 11 lacs,1100000,Swabi,2010,"140,000km",Petrol,800cc,Manual,Not Certified,Customer,140000
Suzuki Bolan  2010 VX,PKR 14 lacs,1400000,Hazro,2010,"40,000km",Petrol,800cc,Manual,Not Certified,Customer,40000
Suzuki Bolan  2010 VX (CNG),PKR 10 lacs,1000000,Hyderabad,2010,"64,205km",Petrol,800cc,Manual,Not Certified,Customer,64205
Suzuki Bolan  2011 ,PKR 9 lacs,900000,Lahore,2011,"189,015km",Petrol,800cc,Manual,Not Certified,Customer,189015
Suzuki Bolan  2011 VX,PKR 11 lacs,1100000,Rawalpindi,2011,"450,000km",Petrol,800cc,Manual,Not Certified,Customer,450000
Suzuki Bolan  2011 VX (CNG),PKR 13 lacs,1300000,MirpurAK,2011,"59,800km",Petrol,800cc,Manual,Not Certified,Customer,59800
Suzuki Bolan  2012 ,PKR 13 lacs,1300000,Abbottabad,2012,"70,679km",Petrol,1000cc,Manual,Not Certified,Customer,70679
Suzuki Bolan  2012 Cargo Van Euro ll,PKR 11 lacs,1100000,Rawalpindi,2012,"123,456km",Petrol,800cc,Manual,Not Certified,Customer,123456
Suzuki Bolan  2012 VX,PKR 13.3 lacs,1330000,Sargodha,2012,"2,000km",Petrol,800cc,Manual,Not Certified,Customer,2000
Suzuki Bolan  2012 VX (CNG),PKR 15 lacs,1500000,Lahore,2012,"37,000km",Petrol,800cc,Manual,Not Certified,Customer,37000
Suzuki Bolan  2012 VX Euro II,PKR 13 lacs,1300000,Wahcantt,2012,"46,000km",Petrol,800cc,Manual,Not Certified,Customer,46000
Suzuki Bolan  2013 ,PKR 13.5 lacs,1350000,Islamabad,2013,"88,000km",Petrol,800cc,Manual,Not Certified,Customer,88000
Suzuki Bolan  2013 Cargo Van Euro ll,PKR 13.5 lacs,1350000,Peshawar,2013,"93,000km",Petrol,800cc,Manual,Not Certified,Customer,93000
Suzuki Bolan  2013 VX Euro II,PKR 14.4 lacs,1440000,Islamabad,2013,"55,000km",Petrol,800cc,Manual,Not Certified,Customer,55000
Suzuki Bolan  2014 ,PKR 12.25 lacs,1225000,Kharian,2014,"35,000km",Petrol,800cc,Manual,Not Certified,Customer,35000
Suzuki Bolan  2014 Cargo Van Euro ll,PKR 12.8 lacs,1280000,GujarKhan,2014,"80,000km",Petrol,800cc,Manual,Not Certified,Customer,80000
Suzuki Bolan  2014 VX Euro II,PKR 14 lacs,1400000,Karachi,2014,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Suzuki Bolan  2015 ,PKR 14.7 lacs,1470000,Lalamusa,2015,"150,000km",Petrol,800cc,Manual,Not Certified,Customer,150000
Suzuki Bolan  2015 Cargo Van Euro ll,PKR 15 lacs,1500000,Lalamusa,2015,"24,200km",Petrol,800cc,Manual,Not Certified,Customer,24200
Suzuki Bolan  2015 VX Euro II,PKR 30.05 crore,300500000,MuzaffarGargh,2015,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Suzuki Bolan  2016 ,PKR 14 lacs,1400000,Rawalpindi,2016,"92,000km",Petrol,800cc,Manual,Not Certified,Customer,92000
Suzuki Bolan  2016 Cargo Van Euro ll,PKR 14.5 lacs,1450000,Peshawar,2016,"50,000km",Petrol,800cc,Manual,Not Certified,Customer,50000
Suzuki Bolan  2016 VX Euro II,PKR 16.5 lacs,1650000,Rawalpindi,2016,"35,000km",Petrol,800cc,Manual,Not Certified,Customer,35000
Suzuki Bolan  2017 ,PKR 15.5 lacs,1550000,Lalamusa,2017,"9,000km",Petrol,1000cc,Manual,Not Certified,Customer,9000
Suzuki Bolan  2017 Cargo Van Euro ll,PKR 14.5 lacs,1450000,Rawalpindi,2017,"98,000km",Petrol,800cc,Manual,Not Certified,Customer,98000
Suzuki Bolan  2017 VX Euro II,PKR 16.75 lacs,1675000,Lahore,2017,"33,707km",Petrol,800cc,Manual,Not Certified,Customer,33707
Suzuki Bolan  2018 ,PKR 16.7 lacs,1670000,Chakwal,2018,"90,000km",Petrol,1000cc,Manual,Not Certified,Customer,90000
Suzuki Bolan  2018 Cargo Van Euro ll,PKR 15.5 lacs,1550000,Kharian,2018,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Bolan  2018 VX Euro II,PKR 18.5 lacs,1850000,Lahore,2018,"38,000km",Petrol,800cc,Manual,Not Certified,Customer,38000
Suzuki Bolan  2019 ,PKR 17.25 lacs,1725000,MirpurAK,2019,"38,000km",Petrol,800cc,Manual,Not Certified,Customer,38000
Suzuki Bolan  2019 Cargo Van Euro ll,PKR 17.85 lacs,1785000,Shakargarh,2019,"3,500km",Petrol,800cc,Manual,Not Certified,Customer,3500
Suzuki Bolan  2019 VX Euro II,PKR 18.95 lacs,1895000,Rawalpindi,2019,900km,Petrol,800cc,Manual,Not Certified,Customer,900
Suzuki Bolan  2019 VX Euro II AC,PKR 16 lacs,1600000,Gujranwala,2019,"23,500km",Petrol,800cc,Manual,Not Certified,Customer,23500
Suzuki Bolan  2020 Cargo Van Euro ll,PKR 16.5 lacs,1650000,Lahore,2020,"65,000km",Petrol,800cc,Manual,Not Certified,Customer,65000
Suzuki Bolan  2020 VX Euro II,PKR 21 lacs,2100000,Peshawar,2020,"76,000km",Petrol,800cc,Manual,Not Certified,Customer,76000
Suzuki Bolan  2021 ,PKR 21 lacs,2100000,KallarSaddiyian,2021,"16,000km",Petrol,800cc,Manual,Not Certified,Customer,16000
Suzuki Bolan  2021 Cargo Van Euro ll,PKR 19.5 lacs,1950000,Mansehra,2021,"29,000km",Petrol,800cc,Manual,Not Certified,Customer,29000
Suzuki Bolan  2021 VX Euro II,PKR 20.5 lacs,2050000,Peshawar,2021,"25,849km",Petrol,800cc,Manual,Not Certified,Customer,25849
Suzuki Bolan  2022 ,PKR 20 lacs,2000000,Islamabad,2022,"770,557km",Petrol,600cc,Manual,Not Certified,Customer,770557
Suzuki Bolan  2022 Cargo Van Euro ll,PKR 19.3 lacs,1930000,Islamabad,2022,"32,000km",Petrol,800cc,Manual,Not Certified,Customer,32000
Suzuki Bolan  2022 VX Euro II,PKR 21.5 lacs,2150000,GujarKhan,2022,"47,709km",Petrol,800cc,Manual,Not Certified,Customer,47709
Suzuki Bolan  2022 VX Euro II AC,PKR 18.3 lacs,1830000,Mansehra,2022,"65,000km",Petrol,800cc,Manual,Not Certified,Customer,65000
Suzuki Bolan  2023 ,PKR 22 lacs,2200000,Rawalpindi,2023,"25,000km",Petrol,800cc,Manual,Not Certified,Customer,25000
Suzuki Bolan  2023 Cargo Van Euro ll,PKR 22.5 lacs,2250000,Islamabad,2023,"22,000km",Petrol,800cc,Manual,Not Certified,Customer,22000
Suzuki Bolan  2023 VX Euro II,PKR 24 lacs,2400000,Haripur,2023,"12,000km",Petrol,800cc,Manual,Not Certified,Customer,12000
Suzuki Bolan  2024 ,PKR 12.5 lacs,1250000,Wahcantt,2024,"43,000km",Petrol,800cc,Manual,Not Certified,Customer,43000
Suzuki Bolan  2024 VX Euro II,PKR 22.5 lacs,2250000,MirpurAK,2024,300km,Petrol,800cc,Manual,Not Certified,Customer,300
Suzuki Cappuccino  1992 0.7,PKR 17.5 lacs,1750000,Islamabad,1992,"60,000km",Petrol,660cc,Manual,Not Certified,Customer,60000
Suzuki Carry  1980 ,PKR 3.5 lacs,350000,Rawalpindi,1980,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Carry  1981 Standard,PKR 3.35 lacs,335000,Karachi,1981,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Carry  1982 Standard,PKR 6.5 lacs,650000,Rawalpindi,1982,"120,000km",Petrol,800cc,Manual,Not Certified,Customer,120000
Suzuki Carry  1983 ,PKR 3 lacs,300000,Karachi,1983,"99,999km",Petrol,660cc,Manual,Not Certified,Customer,99999
Suzuki Carry  1984 Standard,PKR 5 lacs,500000,Quetta,1984,"120,000km",Petrol,800cc,Manual,Not Certified,Customer,120000
Suzuki Carry  1985 Standard,PKR 5.4 lacs,540000,Peshawar,1985,"12,500km",Petrol,800cc,Manual,Not Certified,Customer,12500
Suzuki Carry  1990 Standard,PKR 4.5 lacs,450000,Peshawar,1990,"1,234km",Petrol,800cc,Manual,Not Certified,Customer,1234
Suzuki Carry  1991 ,PKR 8 lacs,800000,Karachi,1991,"100,000km",LPG,1000cc,Manual,Not Certified,Customer,100000
Suzuki Carry  1995 ,PKR 8 lacs,800000,Karachi,1995,"893,263km",Petrol,800cc,Manual,Not Certified,Customer,893263
Suzuki Carry  2001 ,PKR 7 lacs,700000,Mansehra,2001,"78,748km",Petrol,800cc,Manual,Not Certified,Customer,78748
Suzuki Carry  2003 ,PKR 6.5 lacs,650000,Mardan,2003,500km,Petrol,700cc,Manual,Not Certified,Customer,500
Suzuki Carry  2005 ,PKR 5.7 lacs,570000,Peshawar,2005,"5,000km",Petrol,600cc,Manual,Not Certified,Customer,5000
Suzuki Carry  2006 ,PKR 6.45 lacs,645000,Kharian,2006,"66,000km",Petrol,7500cc,Manual,Not Certified,Customer,66000
Suzuki Carry  2007 ,PKR 5.5 lacs,550000,Karachi,2007,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Carry  2010 ,PKR 7.2 lacs,720000,Islamabad,2010,"40,000km",Petrol,800cc,Manual,Not Certified,Customer,40000
Suzuki Carry  2011 ,PKR 13 lacs,1300000,Tarbela,2011,"347,883km",Petrol,800cc,Manual,Not Certified,Customer,347883
Suzuki Carry  2015 ,PKR 14 lacs,1400000,Islamabad,2015,"65,900km",Petrol,800cc,Manual,Not Certified,Customer,65900
Suzuki Carry  2016 ,PKR 10.5 lacs,1050000,Gujrat,2016,"100,000km",Petrol,800cc,Manual,Not Certified,Customer,100000
Suzuki Carry  2017 ,PKR 14.3 lacs,1430000,Mardan,2017,"60,000km",Petrol,800cc,Manual,Not Certified,Customer,60000
Suzuki Carry  2018 Standard,PKR 14.5 lacs,1450000,Jaranwala,2018,"45,883km",Petrol,660cc,Manual,Not Certified,Customer,45883
Suzuki Carry  2022 ,PKR 18.5 lacs,1850000,Rawalpindi,2022,"39,000km",Petrol,800cc,Manual,Not Certified,Customer,39000
Suzuki Cervo  2006 ,PKR 21 lacs,2100000,Attock,2006,"164,000km",Petrol,660cc,Automatic,Not Certified,Customer,164000
Suzuki Cervo  2006 G Limited,PKR 14.9 lacs,1490000,Wahcantt,2006,"200,000km",Petrol,660cc,Automatic,Not Certified,Customer,200000
Suzuki Cervo  2009 SR,PKR 17.5 lacs,1750000,Karachi,2009,"144,000km",Petrol,660cc,Automatic,Not Certified,Customer,144000
Suzuki Cervo  2012 ,PKR 15.5 lacs,1550000,Lahore,2012,"99,000km",Petrol,660cc,Automatic,Not Certified,Customer,99000
Suzuki Ciaz  2017 ,PKR 27.85 lacs,2785000,Lahore,2017,"112,000km",Petrol,1400cc,Manual,Not Certified,Customer,112000
Suzuki Ciaz  2017 Automatic,PKR 33.95 lacs,3395000,Karachi,2017,"13,500km",Petrol,1400cc,Automatic,Not Certified,Customer,13500
Suzuki Ciaz  2017 Manual,PKR 27.5 lacs,2750000,Multan,2017,"82,000km",Petrol,1400cc,Manual,Not Certified,Customer,82000
Suzuki Ciaz  2018 ,PKR 29 lacs,2900000,Hyderabad,2018,"160,000km",Petrol,1300cc,Manual,Not Certified,Customer,160000
Suzuki Ciaz  2018 Automatic,PKR 34.25 lacs,3425000,Islamabad,2018,"126,000km",Petrol,1400cc,Automatic,Not Certified,Customer,126000
Suzuki Ciaz  2018 Manual,PKR 38 lacs,3800000,Moro,2018,"34,000km",Petrol,1400cc,Manual,Not Certified,Customer,34000
Suzuki Ciaz  2019 ,PKR 34.5 lacs,3450000,Lahore,2019,"78,000km",Petrol,1300cc,Automatic,Not Certified,Customer,78000
Suzuki Ciaz  2019 Automatic,PKR 47.5 lacs,4750000,Sialkot,2019,"50,000km",Petrol,1400cc,Automatic,Not Certified,Customer,50000
Suzuki Ciaz  2019 Manual,PKR 33.75 lacs,3375000,Islamabad,2019,"89,000km",Petrol,1400cc,Manual,Not Certified,Customer,89000
Suzuki Ciaz  2020 ,PKR 40 lacs,4000000,MuzaffarGargh,2020,"130,000km",Petrol,1300cc,Manual,Not Certified,Customer,130000
Suzuki Cultus  1988 ,PKR 5 lacs,500000,Karachi,1988,"99,999km",Petrol,1000cc,Manual,Not Certified,Customer,99999
Suzuki Cultus  1989 ,PKR 9 lacs,900000,Islamabad,1989,"123,444km",Petrol,1300cc,Automatic,Not Certified,Customer,123444
Suzuki Cultus  1994 ,PKR 6.5 lacs,650000,Karachi,1994,"20,000km",Petrol,1000cc,Manual,Not Certified,Customer,20000
Suzuki Cultus  1998 ,PKR 9.5 lacs,950000,Karachi,1998,"100,000km",Petrol,1000cc,Automatic,Not Certified,Customer,100000
Suzuki Cultus  2000 ,PKR 7.8 lacs,780000,Mandra,2000,"80,000km",Petrol,1000cc,Manual,Not Certified,Customer,80000
Suzuki Cultus  2000 VX,PKR 6.5 lacs,650000,Lahore,2000,"44,000km",Petrol,1000cc,Manual,Not Certified,Customer,44000
Suzuki Cultus  2000 VX (CNG),PKR 7.8 lacs,780000,Lahore,2000,"10,000km",Petrol,1000cc,Manual,Not Certified,Customer,10000
Suzuki Cultus  2000 VXR,PKR 12.75 lacs,1275000,Karachi,2000,"150,000km",Petrol,1000cc,Manual,Not Certified,Customer,150000
Suzuki Cultus  2001 ,PKR 14 lacs,1400000,Lahore,2001,"75,000km",Petrol,1000cc,Manual,Not Certified,Customer,75000
Suzuki Cultus  2001 VX,PKR 8.5 lacs,850000,Chakwal,2001,"70,000km",Petrol,1000cc,Manual,Not Certified,Customer,70000
Suzuki Cultus  2001 VX (CNG),PKR 9.5 lacs,950000,Islamabad,2001,"15,000km",Petrol,1000cc,Manual,Not Certified,Customer,15000
