Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission
Toyota Corolla  2010 ,2010,3150000,3150000,133000,Petrol,Customer,Automatic
Toyota Corolla  2010 2.0D,2010,3500000,3500000,170000,Diesel,Customer,Manual
Toyota Corolla  2010 2.0D Saloon,2010,3300000,3300000,162000,Diesel,Customer,Manual
Toyota Corolla  2010 2.0D Saloon SR,2010,3000000,3000000,197000,Diesel,Customer,Manual
Toyota Corolla  2010 Altis 1.8,2010,3000000,3000000,183000,Petrol,Customer,Manual
Toyota Corolla  2010 Altis Cruisetronic 1.8,2010,3600000,3600000,62000,Petrol,Customer,Automatic
Toyota Corolla  2010 Altis SR 1.8,2010,3050000,3050000,156000,Petrol,Customer,Manual
Toyota Corolla  2010 Altis SR Cruisetronic 1.8,2010,4100000,4100000,74000,Petrol,Customer,Automatic
Toyota Corolla  2010 GLi 1.3 VVTi,2010,3600000,3600000,152000,Petrol,Customer,Manual
Toyota Corolla  2010 GLi Automatic 1.6 VVTi,2010,2000000,2000000,208507,Petrol,Customer,Automatic
Toyota Corolla  2010 XLi VVTi,2010,3400000,3400000,85000,Petrol,Customer,Manual
Toyota Corolla  2010 XLi VVTi Ecotec,2010,2550000,2550000,197000,Petrol,Customer,Manual
Toyota Corolla  2010 XLi VVTi Limited Edition,2010,2700000,2700000,200000,Petrol,Customer,Manual
Toyota Corolla  2011 ,2011,3000000,3000000,80000,Petrol,Customer,Automatic
Toyota Corolla  2011 2.0D,2011,3450000,3450000,95000,Diesel,Customer,Manual
Toyota Corolla  2011 2.0D Saloon,2011,2926000,2926000,207060,Diesel,Customer,Manual
Toyota Corolla  2011 Altis 1.6,2011,3500000,3500000,63000,Petrol,Customer,Manual
Toyota Corolla  2011 Altis 1.8,2011,2650000,2650000,150000,Petrol,Customer,Manual
Toyota Corolla  2011 Altis Cruisetronic 1.6,2011,3389000,3389000,170456,Petrol,Customer,Automatic
Toyota Corolla  2011 Altis Cruisetronic 1.8,2011,3500000,3500000,190000,Petrol,Customer,Automatic
Toyota Corolla  2011 Altis SR 1.6,2011,4550000,4550000,76000,Petrol,Customer,Manual
Toyota Corolla  2011 Altis SR Cruisetronic 1.6,2011,3960000,3960000,105000,Petrol,Customer,Automatic
Toyota Corolla  2011 Altis SR Cruisetronic 1.8,2011,3279999,3279999,90000,Petrol,Customer,Automatic
Toyota Corolla  2011 GLi 1.3 VVTi,2011,5000000,5000000,100000,Petrol,Customer,Manual
Toyota Corolla  2011 GLi 1.3 VVTi Ecotec ,2011,3750000,3750000,35000,Petrol,Customer,Manual
Toyota Corolla  2011 GLi Automatic 1.6 VVTi,2011,3750000,3750000,60000,Petrol,Customer,Automatic
Toyota Corolla  2011 XLi VVTi,2011,3595000,3595000,110000,Petrol,Customer,Manual
Toyota Corolla  2011 XLi VVTi Ecotec,2011,3100000,3100000,9000,Petrol,Customer,Manual
Toyota Corolla  2011 XLi VVTi Limited Edition,2011,3600000,3600000,63350,Petrol,Customer,Manual
Toyota Corolla  2012 ,2012,3350000,3350000,153000,Petrol,Customer,Automatic
Toyota Corolla  2012 Altis 1.6,2012,3550000,3550000,143000,Petrol,Customer,Manual
Toyota Corolla  2012 Altis Cruisetronic 1.6,2012,3350000,3350000,104000,Petrol,Customer,Automatic
Toyota Corolla  2012 Altis Cruisetronic 1.8,2012,2900000,2900000,180000,Petrol,Customer,Automatic
Toyota Corolla  2012 Altis SR 1.6,2012,3485000,3485000,126000,Petrol,Customer,Manual
Toyota Corolla  2012 Altis SR Cruisetronic 1.6,2012,4050000,4050000,135000,Petrol,Customer,Automatic
Toyota Corolla  2012 GLi 1.3 VVTi,2012,3550000,3550000,58000,Petrol,Customer,Manual
Toyota Corolla  2012 GLi 1.3 VVTi Ecotec ,2012,3600000,3600000,68000,Petrol,Customer,Manual
Toyota Corolla  2012 GLi Automatic 1.6 VVTi,2012,3600000,3600000,105000,Petrol,Customer,Automatic
Toyota Corolla  2012 GLi Automatic Limited Edition 1.6 VVTi,2012,4050000,4050000,180000,Petrol,Customer,Automatic
Toyota Corolla  2012 GLi Limited Edition 1.3 VVTi,2012,3350000,3350000,100000,Petrol,Customer,Manual
Toyota Corolla  2012 XLi VVTi,2012,3200000,3200000,100000,Petrol,Customer,Manual
Toyota Corolla  2012 XLi VVTi Ecotec,2012,3000000,3000000,204000,Petrol,Customer,Manual
Toyota Corolla  2012 XLi VVTi Limited Edition,2012,2600000,2600000,200000,Petrol,Customer,Manual
Toyota Corolla  2013 ,2013,4400000,4400000,180000,Hybrid,Customer,Automatic
Toyota Corolla  2013 Altis 1.6,2013,3500000,3500000,150000,Petrol,Customer,Manual
Toyota Corolla  2013 Altis Cruisetronic 1.6,2013,3750000,3750000,108000,Petrol,Customer,Automatic
Toyota Corolla  2013 Altis SR 1.6,2013,3700000,3700000,125000,Petrol,Customer,Manual
Toyota Corolla  2013 Altis SR Cruisetronic 1.6,2013,3850000,3850000,92000,Petrol,Customer,Automatic
Toyota Corolla  2013 GLi 1.3 VVTi,2013,3800000,3800000,72000,Petrol,Customer,Manual
Toyota Corolla  2013 GLi Automatic 1.6 VVTi,2013,3875000,3875000,149000,Petrol,Customer,Automatic
Toyota Corolla  2013 GLi Automatic Limited Edition 1.6 VVTi,2013,3640000,3640000,156000,Petrol,Customer,Automatic
Toyota Corolla  2013 GLi Limited Edition 1.3 VVTi,2013,3400000,3400000,90000,Petrol,Customer,Manual
Toyota Corolla  2013 XLi VVTi,2013,3700000,3700000,35840,Petrol,PakWheels,Manual
Toyota Corolla  2013 XLi VVTi Limited Edition,2013,3250000,3250000,119000,Petrol,Customer,Manual
Toyota Corolla  2014 ,2014,5500000,5500000,64225,Petrol,Customer,Automatic
Toyota Corolla  2014 2.0D,2014,3200000,3200000,215000,Diesel,Customer,Manual
Toyota Corolla  2014 Altis 1.8,2014,3800000,3800000,119000,Petrol,Customer,Automatic
Toyota Corolla  2014 Altis Automatic 1.6,2014,3800000,3800000,168000,Petrol,Customer,Automatic
Toyota Corolla  2014 Altis CVT-i 1.8,2014,4200000,4200000,90000,Petrol,Customer,Automatic
Toyota Corolla  2014 Altis Cruisetronic 1.6,2014,4400000,4400000,45000,Petrol,Customer,Automatic
Toyota Corolla  2014 Altis Grande 1.8,2014,3550000,3550000,98800,Petrol,Customer,Manual
Toyota Corolla  2014 Altis Grande CVT-i 1.8,2014,5200000,5200000,108000,Petrol,Customer,Automatic
Toyota Corolla  2014 Altis SR 1.6,2014,4100000,4100000,84000,Petrol,Customer,Manual
Toyota Corolla  2014 Altis SR Cruisetronic 1.6,2014,4300000,4300000,126000,Petrol,Customer,Automatic
Toyota Corolla  2014 GLi 1.3 VVTi,2014,3950000,3950000,41000,Petrol,Customer,Manual
Toyota Corolla  2014 GLi Automatic 1.3 VVTi,2014,3950000,3950000,107000,Petrol,Customer,Automatic
Toyota Corolla  2014 GLi Automatic 1.6 VVTi,2014,4000000,4000000,56000,Petrol,Customer,Automatic
Toyota Corolla  2014 GLi Automatic Limited Edition 1.6 VVTi,2014,3550000,3550000,100000,Petrol,Customer,Automatic
Toyota Corolla  2014 GLi Limited Edition 1.3 VVTi,2014,4000000,4000000,65000,Petrol,Customer,Manual
Toyota Corolla  2014 XLi VVTi,2014,3979999,3979999,20000,Petrol,Customer,Manual
Toyota Corolla  2014 XLi VVTi Limited Edition,2014,3300000,3300000,95000,Petrol,Customer,Manual
Toyota Corolla  2015 ,2015,4400000,4400000,96000,Hybrid,Customer,Automatic
Toyota Corolla  2015 Altis 1.6 X CVT-i,2015,4500000,4500000,50000,Petrol,Customer,Automatic
Toyota Corolla  2015 Altis 1.8,2015,4050000,4050000,112000,Petrol,Customer,Manual
Toyota Corolla  2015 Altis Automatic 1.6,2015,4250000,4250000,85000,Petrol,Customer,Automatic
Toyota Corolla  2015 Altis CVT-i 1.8,2015,4480000,4480000,50000,Petrol,Customer,Automatic
Toyota Corolla  2015 Altis Grande 1.8,2015,4000000,4000000,120000,Petrol,Customer,Manual
Toyota Corolla  2015 Altis Grande CVT-i 1.8,2015,4950000,4950000,71000,Petrol,Customer,Automatic
Toyota Corolla  2015 GLi 1.3 VVTi,2015,3979999,3979999,121000,Petrol,Customer,Manual
Toyota Corolla  2015 GLi 1.3 VVTi Special Edition,2015,3050000,3050000,150400,Petrol,Customer,Manual
Toyota Corolla  2015 GLi Automatic 1.3 VVTi,2015,4125000,4125000,69000,Petrol,Customer,Automatic
Toyota Corolla  2015 XLi VVTi,2015,4700000,4700000,15400,Petrol,Customer,Manual
Toyota Corolla  2016 ,2016,3800000,3800000,112000,Petrol,Customer,Manual
Toyota Corolla  2016 Altis 1.8,2016,3200000,3200000,197016,Petrol,PakWheels,Manual
Toyota Corolla  2016 Altis Automatic 1.6,2016,4800000,4800000,92000,Petrol,Customer,Automatic
Toyota Corolla  2016 Altis CVT-i 1.8,2016,4350000,4350000,85000,Petrol,Customer,Automatic
Toyota Corolla  2016 Altis Grande 1.8,2016,4850000,4850000,85000,Petrol,Customer,Automatic
Toyota Corolla  2016 Altis Grande CVT-i 1.8,2016,5900000,5900000,55000,Petrol,Customer,Automatic
Toyota Corolla  2016 Altis Grande X CVT-i 1.8 Beige Interior,2016,5000000,5000000,74530,Petrol,Customer,Automatic
Toyota Corolla  2016 GLi 1.3 VVTi,2016,4700000,4700000,1082,Petrol,Customer,Manual
Toyota Corolla  2016 GLi Automatic 1.3 VVTi,2016,4500000,4500000,135750,Petrol,Customer,Automatic
Toyota Corolla  2016 XLi VVTi,2016,3795000,3795000,45000,Petrol,Customer,Manual
Toyota Corolla  2017 ,2017,7300000,7300000,90000,Hybrid,Customer,Automatic
Toyota Corolla  2017 Altis 1.8,2017,4485000,4485000,90000,Petrol,Customer,Manual
Toyota Corolla  2017 Altis Automatic 1.6,2017,5100000,5100000,106180,Petrol,Customer,Automatic
Toyota Corolla  2017 Altis CVT-i 1.8,2017,5200000,5200000,52000,Petrol,Customer,Automatic
Toyota Corolla  2017 Altis Grande 1.8,2017,5150000,5150000,55000,Petrol,Customer,Manual
Toyota Corolla  2017 Altis Grande CVT-i 1.8,2017,6400000,6400000,108000,Petrol,Customer,Automatic
Toyota Corolla  2017 GLi 1.3 VVTi,2017,4600000,4600000,42000,Petrol,Customer,Manual
Toyota Corolla  2017 GLi 1.3 VVTi Special Edition,2017,3950000,3950000,87000,Petrol,Customer,Manual
Toyota Corolla  2017 GLi Automatic 1.3 VVTi,2017,4750000,4750000,117000,Petrol,Customer,Automatic
Toyota Corolla  2017 XLi VVTi,2017,3860000,3860000,103000,Petrol,Customer,Manual
Toyota Corolla  2018 ,2018,6250000,6250000,50000,Hybrid,Customer,Automatic
Toyota Corolla  2018 Altis 1.6 X CVT-i,2018,4800000,4800000,66835,Petrol,Customer,Automatic
Toyota Corolla  2018 Altis 1.8,2018,5500000,5500000,34000,Petrol,Customer,Manual
Toyota Corolla  2018 Altis Automatic 1.6,2018,6000000,6000000,1250,Petrol,Customer,Automatic
Toyota Corolla  2018 Altis CVT-i 1.8,2018,6000000,6000000,60000,Petrol,Customer,Automatic
Toyota Corolla  2018 Altis Grande 1.8,2018,5500000,5500000,99500,Petrol,Customer,Automatic
Toyota Corolla  2018 Altis Grande CVT-i 1.8,2018,6000000,6000000,23900,Petrol,Customer,Automatic
Toyota Corolla  2018 Altis Grande X CVT-i 1.8 Beige Interior,2018,5350000,5350000,75000,Petrol,Customer,Automatic
Toyota Corolla  2018 GLi 1.3 VVTi,2018,5200000,5200000,13000,Petrol,Customer,Manual
Toyota Corolla  2018 GLi 1.3 VVTi Special Edition,2018,4750000,4750000,13000,Petrol,Customer,Manual
Toyota Corolla  2018 GLi Automatic 1.3 VVTi,2018,5200000,5200000,8000,Petrol,Customer,Automatic
Toyota Corolla  2018 Hybrid WxB,2018,6850000,6850000,49000,Hybrid,Customer,Automatic
Toyota Corolla  2018 XLi Automatic,2018,4200000,4200000,49000,Petrol,Customer,Automatic
Toyota Corolla  2018 XLi VVTi,2018,4500000,4500000,46000,Petrol,Customer,Manual
Toyota Corolla  2019 ,2019,9700000,9700000,44000,Hybrid,Customer,Automatic
Toyota Corolla  2019 Altis 1.6 X CVT-i,2019,4800000,4800000,97000,Petrol,Customer,Automatic
Toyota Corolla  2019 Altis Automatic 1.6,2019,5800000,5800000,75000,Petrol,Customer,Automatic
Toyota Corolla  2019 Altis CVT-i 1.8,2019,5500000,5500000,68000,Petrol,Customer,Automatic
Toyota Corolla  2019 Altis Grande 1.8,2019,5000000,5000000,70000,Petrol,Customer,Automatic
Toyota Corolla  2019 Altis Grande CVT-i 1.8,2019,6650000,6650000,3300,Petrol,Customer,Automatic
Toyota Corolla  2019 GLi 1.3 VVTi,2019,5300000,5300000,20000,Petrol,Customer,Manual
Toyota Corolla  2019 GLi 1.3 VVTi Special Edition,2019,4500000,4500000,97320,Petrol,Customer,Manual
Toyota Corolla  2019 GLi Automatic 1.3 VVTi,2019,5500000,5500000,80000,Petrol,Customer,Automatic
Toyota Corolla  2019 Hybrid WxB,2019,7850000,7850000,78000,Hybrid,Customer,Automatic
Toyota Corolla  2019 XLi Automatic,2019,4650000,4650000,105000,Petrol,Customer,Automatic
Toyota Corolla  2019 XLi VVTi,2019,4500000,4500000,36959,Petrol,Customer,Manual
Toyota Corolla  2020 ,2020,9199000,9199000,77773,Hybrid,Customer,Automatic
Toyota Corolla  2020 Altis Automatic 1.6,2020,6000000,6000000,33000,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis CVT-i 1.8,2020,6300000,6300000,70000,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis Grande 1.8,2020,5650000,5650000,31000,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis Grande CVT-i 1.8,2020,6900000,6900000,5800,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis Grande X CVT-i 1.8 Beige Interior,2020,5950000,5950000,36000,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis Grande X CVT-i 1.8 Black Interior,2020,6400000,6400000,20500,Petrol,Customer,Automatic
Toyota Corolla  2020 Altis Manual 1.6,2020,5500000,5500000,81000,Petrol,Customer,Manual
Toyota Corolla  2020 GLi 1.3 VVTi,2020,5200000,5200000,56000,Petrol,Customer,Manual
Toyota Corolla  2020 GLi 1.3 VVTi Special Edition,2020,5250000,5250000,16356,Petrol,Customer,Manual
Toyota Corolla  2020 GLi Automatic 1.3 VVTi,2020,6000000,6000000,14000,Petrol,Customer,Automatic
Toyota Corolla  2020 Hybrid WxB,2020,10500000,10500000,42000,Hybrid,Customer,Automatic
Toyota Corolla  2020 XLi Automatic,2020,4200000,4200000,53800,Petrol,Customer,Automatic
Toyota Corolla  2020 XLi VVTi,2020,7000000,7000000,94427,Petrol,Customer,Manual
Toyota Corolla  2021 ,2021,5500000,5500000,37810,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis 1.6 X CVT-i,2021,5800000,5800000,40000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis 1.6 X CVT-i Special Edition,2021,6200000,6200000,44000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis Automatic 1.6,2021,5250000,5250000,53000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis Grande CVT-i 1.8,2021,6380000,6380000,48000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Beige Interior,2021,7100000,7100000,5000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis Grande X CVT-i 1.8 Black Interior,2021,8600000,8600000,4600,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis Manual 1.6,2021,5200000,5200000,52359,Petrol,Customer,Manual
Toyota Corolla  2021 Altis X Automatic 1.6,2021,6300000,6300000,14000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis X Automatic 1.6 Special Edition,2021,6500000,6500000,44346,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis X CVT-i 1.8,2021,6900000,6900000,15000,Petrol,Customer,Automatic
Toyota Corolla  2021 Altis X Manual 1.6,2021,6350000,6350000,14000,Petrol,Customer,Manual
Toyota Corolla  2021 Hybrid WxB,2021,8500000,8500000,5000,Hybrid,Customer,Automatic
Toyota Corolla  2022 ,2022,6150000,6150000,38000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis 1.6 X CVT-i,2022,6475000,6475000,12300,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition,2022,6700000,6700000,7900,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis Automatic 1.6,2022,5650000,5650000,35000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Beige Interior,2022,7250000,7250000,6000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis Grande X CVT-i 1.8 Black Interior,2022,7500000,7500000,30000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis X 1.8,2022,6600000,6600000,31000,Petrol,Customer,Manual
Toyota Corolla  2022 Altis X Automatic 1.6,2022,6500000,6500000,42000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis X Automatic 1.6 Special Edition,2022,7200000,7200000,22000,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis X CVT-i 1.8,2022,6300000,6300000,39954,Petrol,Customer,Automatic
Toyota Corolla  2022 Altis X Manual 1.6,2022,5950000,5950000,45000,Petrol,Customer,Manual
Toyota Corolla  2022 Hybrid WxB,2022,8300000,8300000,11263,Hybrid,Customer,Automatic
Toyota Corolla  2023 ,2023,7650000,7650000,14000,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis 1.6 X CVT-i,2023,6800000,6800000,16900,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis 1.6 X CVT-i Special Edition,2023,8250000,8250000,1200,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis Automatic 1.6,2023,6400000,6400000,38500,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Beige Interior,2023,7600000,7600000,4000,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior,2023,7900000,7900000,1201,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis X Automatic 1.6,2023,6800000,6800000,29531,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis X Automatic 1.6 Special Edition,2023,7300000,7300000,4050,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis X CVT-i 1.8,2023,6600000,6600000,40000,Petrol,Customer,Automatic
Toyota Corolla  2023 Altis X Manual 1.6,2023,6400000,6400000,25000,Petrol,Customer,Manual
Toyota Corolla  2024 ,2024,15500000,15500000,2150,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis 1.6 X CVT-i,2024,6775000,6775000,10,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis 1.6 X CVT-i Special Edition,2024,7350000,7350000,70,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior,2024,8200000,8200000,65,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Black Interior,2024,8050000,8050000,9200,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis X Automatic 1.6,2024,6700000,6700000,4600,Petrol,Customer,Automatic
Toyota Corolla  2024 Altis X Automatic 1.6 Special Edition,2024,7450000,7450000,11,Petrol,Customer,Automatic
Toyota Corolla  2024 Hybrid WxB,2024,10400000,10400000,120,Hybrid,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1994 GL,1994,1350000,1350000,213000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1994 GLi 1.6,1994,1350000,1350000,150000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1994 SE Limited,1994,2000000,2000000,80000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1994 XE,1994,1680000,1680000,126000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1994 XE Limited,1994,1700000,1700000,100000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1994 XE-G,1994,1550000,1550000,155000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1995 SE Limited,1995,2350000,2350000,126000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1995 XE,1995,1300000,1300000,1,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1995 XE Limited,1995,1650000,1650000,1111,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1995 XE-G,1995,1450000,1450000,200000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 ,1996,1230000,1230000,1,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 2.0D,1996,900000,900000,99999,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 2.0D Limited,1996,1950000,1950000,130000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 GL,1996,1280000,1280000,150000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 GLi 1.6,1996,1700000,1700000,745000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 SE Limited,1996,1760000,1760000,95000,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1996 XE,1996,2000000,2000000,166000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 XE Limited,1996,1480000,1480000,148000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1996 XE-G,1996,1600000,1600000,151253,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1997 2.0D,1997,1050000,1050000,2,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1997 GL,1997,1250000,1250000,250000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1997 GLi 1.6,1997,1600000,1600000,12345,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1997 SE Limited,1997,2450000,2450000,190000,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1997 XE,1997,1675000,1675000,100000,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1997 XE Limited,1997,1260000,1260000,300000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1997 XE-G,1997,1550000,1550000,211000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 2.0D Limited,1998,1435000,1435000,150000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 GL,1998,1950000,1950000,90000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 GLi 1.6,1998,1450000,1450000,400000,Petrol,Customer,Automatic
Toyota Corolla 8th (E110) Generation 1998 SE Limited,1998,1700000,1700000,10000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 XE,1998,1480000,1480000,202015,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 XE Limited,1998,1950000,1950000,144,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1998 XE-G,1998,1350000,1350000,123456,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 ,1999,1300000,1300000,10000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 2.0D,1999,2475000,2475000,123000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 2.0D Limited,1999,1700000,1700000,323575,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 GL,1999,3250000,3250000,160000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 GLi 1.6,1999,1650000,1650000,170000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 SE Limited,1999,1600000,1600000,300000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 XE,1999,1650000,1650000,231494,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 XE Limited,1999,1450000,1450000,100000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 1999 XE-G,1999,1480000,1480000,80000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 2.0D,2000,2250000,2250000,120000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 2.0D Limited,2000,1500000,1500000,250000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 GL,2000,1290000,1290000,77000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 GLi 1.6,2000,1590000,1590000,200000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 SE Limited,2000,1989999,1989999,240000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 XE,2000,1550000,1550000,185000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 XE Limited,2000,1600000,1600000,150000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2000 XE-G,2000,1250000,1250000,100,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 2.0D,2001,1550000,1550000,250000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 2.0D Limited,2001,1850000,1850000,212000,Diesel,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 GLi 1.6,2001,1495000,1495000,300000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 GLi Special Edition 1.6,2001,1200000,1200000,100000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 SE Limited,2001,1350000,1350000,325971,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 XE,2001,2600000,2600000,61000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2001 XE Limited,2001,2100000,2100000,90000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2002 2.0D,2002,1599000,1599000,382000,Petrol,Customer,Manual
Toyota Corolla 8th (E110) Generation 2002 XE,2002,980000,980000,112200,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2000 SE Saloon Automatic,2000,1900000,1900000,150000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2001 2.0D Special Edition,2001,1800000,1800000,60000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2002 2.0D,2002,2000000,2000000,200000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2002 2.0D Saloon,2002,1800000,1800000,120000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2002 Altis Automatic 1.8,2002,1545000,1545000,123000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2002 SE Saloon,2002,1720000,1720000,529731,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2002 SE Saloon Automatic,2002,2180000,2180000,180000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2002 XLi,2002,2680000,2680000,85000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 2.0D,2003,1500000,1500000,140000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 2.0D Saloon,2003,3300000,3300000,103000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 2.0D Special Edition,2003,1435000,1435000,165000,Diesel,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 GLi 1.3,2003,1650000,1650000,193000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 SE Saloon,2003,2280000,2280000,155000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2003 SE Saloon Automatic,2003,2450000,2450000,200000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2003 XLi,2003,2000000,2000000,168000,Petrol,Customer,Manual
Toyota Corolla 9th (E120) Generation 2004 ,2004,1950000,1950000,125000,Petrol,Customer,Automatic
Toyota Corolla 9th (E120) Generation 2004 2.0D,2004,2525000,2525000,160000,Diesel,Customer,Manual
